time;t_mean;t_min;t_max;GlobR;hpa;rainfall;lon;lat;PH2O_kpa;radiation;PAR;esa;vpd;rh;Precsum_a;lamposumma_v;wind_speed;aika;vuosi;kk;paiva;longitude;latitude
2006-08-28;16.0;14.6;19.3;8132.0;16.96;5.9;3385000;6695000;1.6960000000000002;8132.0;47.06018518518518;1.8169308431023237;0.1209308431023235;93.34422421406862;220.39999999999995;1357.2000000000003;2.0;20060828;2006;8;28;3387739.869744148;6696836.513279357
2006-08-29;16.0;12.9;20.8;10238.0;15.13;0.8;3385000;6695000;1.5130000000000001;10238.0;59.24768518518518;1.8169308431023237;0.30393084310232354;83.27229436078173;221.19999999999996;1368.2000000000003;2.0;20060829;2006;8;29;3387739.869744148;6696836.513279357
2006-08-30;15.6;8.7;20.9;23026.0;13.34;0.0;3385000;6695000;1.334;23026.0;133.2523148148148;1.771012876727402;0.43701287672740197;75.32412765202791;221.19999999999996;1378.8000000000002;2.0;20060830;2006;8;30;3387739.869744148;6696836.513279357
2006-08-31;17.0;15.2;20.0;7312.0;14.23;0.7;3385000;6695000;1.423;7312.0;42.31481481481482;1.9363360584848088;0.5133360584848088;73.4893095526767;221.89999999999995;1390.8000000000002;2.0;20060831;2006;8;31;3387739.869744148;6696836.513279357
2006-09-01;16.2;13.1;21.5;13937.0;13.76;0.0;3385000;6695000;1.3760000000000001;13937.0;80.65393518518519;1.8402799511765215;0.46427995117652143;74.7712324486446;221.89999999999995;1402.0000000000002;2.0;20060901;2006;9;1;3387739.869744148;6696836.513279357
2006-09-02;15.5;8.7;20.2;12363.0;15.09;1.9;3385000;6695000;1.5090000000000001;12363.0;71.54513888888889;1.7596941250149196;0.2506941250149195;85.75353969470154;223.79999999999995;1412.5000000000002;2.0;20060902;2006;9;2;3387739.869744148;6696836.513279357
2006-09-03;17.3;14.4;21.2;8259.0;16.58;12.6;3385000;6695000;1.658;8259.0;47.795138888888886;1.9734771277294825;0.31547712772948255;84.01414826162976;236.39999999999995;1424.8000000000002;2.0;20060903;2006;9;3;3387739.869744148;6696836.513279357
2006-09-04;15.9;15.2;19.7;7255.0;16.2;0.4;3385000;6695000;1.62;7255.0;41.9849537037037;1.8053542880870268;0.1853542880870267;89.73307957833417;236.79999999999995;1435.7000000000003;2.0;20060904;2006;9;4;3387739.869744148;6696836.513279357
2006-09-05;13.5;8.6;18.4;9277.0;14.0;0.1;3385000;6695000;1.4000000000000001;9277.0;53.686342592592595;1.5462917116215342;0.1462917116215341;90.5391905988991;236.89999999999995;1444.2000000000003;2.0;20060905;2006;9;5;3387739.869744148;6696836.513279357
2006-09-06;14.9;11.2;19.6;7873.0;13.78;0.0;3385000;6695000;1.3780000000000001;7873.0;45.561342592592595;1.693108210778884;0.31510821077888385;81.38877309951005;236.89999999999995;1454.1000000000004;2.0;20060906;2006;9;6;3387739.869744148;6696836.513279357
2006-09-07;14.0;10.3;18.0;6580.0;14.03;3.7;3385000;6695000;1.403;6580.0;38.0787037037037;1.597385113092459;0.19438511309245898;87.83104265219181;240.59999999999994;1463.1000000000004;2.0;20060907;2006;9;7;3387739.869744148;6696836.513279357
2006-09-08;12.9;10.7;16.9;9762.0;12.85;0.8;3385000;6695000;1.2850000000000001;9762.0;56.49305555555556;1.4868833522843263;0.2018833522843262;86.42238128672507;241.39999999999995;1471.0000000000005;2.0;20060908;2006;9;8;3387739.869744148;6696836.513279357
2006-09-09;12.1;10.3;15.0;6893.0;9.86;0.0;3385000;6695000;0.986;6893.0;39.8900462962963;1.4108037383696719;0.4248037383696719;69.88923924595096;241.39999999999995;1478.1000000000004;2.0;20060909;2006;9;9;3387739.869744148;6696836.513279357
2006-09-10;13.7;8.8;19.0;12645.0;11.2;0.0;3385000;6695000;1.1199999999999999;12645.0;73.17708333333333;1.566553736882571;0.44655373688257116;71.49451522989506;241.39999999999995;1486.8000000000004;2.0;20060910;2006;9;10;3387739.869744148;6696836.513279357
2006-09-11;14.2;8.6;21.7;14302.0;12.08;0.0;3385000;6695000;1.2080000000000002;14302.000000000002;82.76620370370371;1.6182349424827474;0.41023494248274717;74.64923468693911;241.39999999999995;1496.0000000000005;2.0;20060911;2006;9;11;3387739.869744148;6696836.513279357
2006-09-12;16.5;11.2;22.8;12471.0;14.84;0.0;3385000;6695000;1.484;12471.0;72.17013888888889;1.875798327524067;0.39179832752406707;79.11298236195702;241.39999999999995;1507.5000000000005;2.0;20060912;2006;9;12;3387739.869744148;6696836.513279357
2006-09-13;15.9;10.0;24.0;14783.0;14.37;0.0;3385000;6695000;1.437;14783.0;85.54976851851852;1.8053542880870268;0.36835428808702675;79.5965650333742;241.39999999999995;1518.4000000000005;2.0;20060913;2006;9;13;3387739.869744148;6696836.513279357
2006-09-14;15.2;12.3;22.4;12239.0;13.53;0.0;3385000;6695000;1.353;12238.999999999998;70.82754629629629;1.7261187233819144;0.37311872338191443;78.38394785204126;241.39999999999995;1528.6000000000006;2.0;20060914;2006;9;14;3387739.869744148;6696836.513279357
2006-09-15;8.5;2.9;14.3;13699.0;7.3;0.0;3385000;6695000;0.73;13699.0;79.27662037037037;1.1092463975558515;0.37924639755585154;65.81044586743802;241.39999999999995;1532.1000000000006;2.0;20060915;2006;9;15;3387739.869744148;6696836.513279357
2006-09-16;8.3;-0.8;17.0;13259.0;8.28;0.0;3385000;6695000;0.828;13259.0;76.73032407407408;1.094304844317539;0.266304844317539;75.66447359706066;241.39999999999995;1535.4000000000005;2.0;20060916;2006;9;16;3387739.869744148;6696836.513279357
2006-09-17;9.9;2.5;18.0;12618.0;10.11;0.0;3385000;6695000;1.011;12618.0;73.02083333333333;1.2189773744405556;0.20797737444055575;82.93837286881505;241.39999999999995;1540.3000000000006;2.0;20060917;2006;9;17;3387739.869744148;6696836.513279357
2006-09-18;11.5;5.2;18.3;8231.0;11.56;0.1;3385000;6695000;1.1560000000000001;8231.000000000002;47.633101851851855;1.3560164379291388;0.2000164379291387;85.24970403496016;241.49999999999994;1546.8000000000006;2.0;20060918;2006;9;18;3387739.869744148;6696836.513279357
2006-09-19;13.1;6.7;16.8;4267.0;14.03;1.3;3385000;6695000;1.403;4267.0;24.693287037037038;1.5064587686323572;0.10345876863235715;93.13231992892295;242.79999999999995;1554.9000000000005;2.0;20060919;2006;9;19;3387739.869744148;6696836.513279357
2006-09-20;15.0;12.7;17.9;8004.0;14.4;0.0;3385000;6695000;1.4400000000000002;8004.0;46.31944444444444;1.70404945379493;0.26404945379492983;84.50458974609629;242.79999999999995;1564.9000000000005;2.0;20060920;2006;9;20;3387739.869744148;6696836.513279357
2006-09-21;14.7;8.2;20.8;11528.0;13.09;0.0;3385000;6695000;1.3090000000000002;11528.0;66.71296296296296;1.671411007361247;0.36241100736124676;78.31706230453717;242.79999999999995;1574.6000000000006;2.0;20060921;2006;9;21;3387739.869744148;6696836.513279357
2006-09-22;16.7;12.8;23.0;10486.0;15.82;0.0;3385000;6695000;1.582;10486.0;60.682870370370374;1.899810753623445;0.3178107536234449;83.27145201082291;242.79999999999995;1586.3000000000006;2.0;20060922;2006;9;22;3387739.869744148;6696836.513279357
2006-09-23;15.2;10.0;23.2;11035.0;13.81;0.0;3385000;6695000;1.3810000000000002;11035.0;63.8599537037037;1.7261187233819144;0.3451187233819142;80.00608424513598;242.79999999999995;1596.5000000000007;2.0;20060923;2006;9;23;3387739.869744148;6696836.513279357
2006-09-24;15.2;11.2;20.7;10400.0;14.47;0.0;3385000;6695000;1.447;10400.0;60.18518518518518;1.7261187233819144;0.27911872338191435;83.82969145743068;242.79999999999995;1606.7000000000007;2.0;20060924;2006;9;24;3387739.869744148;6696836.513279357
2006-09-25;11.4;9.6;14.7;5009.0;10.11;0.1;3385000;6695000;1.011;5009.0;28.98726851851852;1.3470699240698947;0.3360699240698948;75.05178327680804;242.89999999999995;1613.1000000000008;2.0;20060925;2006;9;25;3387739.869744148;6696836.513279357
2006-09-26;10.3;5.5;15.1;10105.0;10.32;0.0;3385000;6695000;1.032;10105.0;58.47800925925926;1.252038443381406;0.220038443381406;82.42558409092108;242.89999999999995;1618.4000000000008;2.0;20060926;2006;9;26;3387739.869744148;6696836.513279357
2006-09-27;14.1;10.5;18.8;4844.0;14.93;0.3;3385000;6695000;1.493;4844.0;28.03240740740741;1.607780277181553;0.11478027718155293;92.86094755542322;243.19999999999996;1627.5000000000007;2.0;20060927;2006;9;27;3387739.869744148;6696836.513279357
2006-09-28;14.1;12.0;16.4;3642.0;15.23;0.6;3385000;6695000;1.5230000000000001;3642.0;21.07638888888889;1.607780277181553;0.0847802771815529;94.72687416403856;243.79999999999995;1636.6000000000006;2.0;20060928;2006;9;28;3387739.869744148;6696836.513279357
