date,site,plot,manual_min,manual_max,manual_median,logger_raw,logger_corrected,logger_pred_min,logger_pred_max,logger_pred_mean,manual_pred_min,manual_pred_max,manual_pred_mean
2016-12-23,Rouvanlehto,3,,,,,,,,,,,
2016-12-23,Rouvanlehto,4,,,,,,,,,,,
2016-12-23,Rouvanlehto,5,,,,,,,,,,,
2016-12-23,Rouvanlehto,6,,,,,,,,,,,
2016-12-23,Sinilammenneva,1,,,,,,,,,,,
2016-12-23,Sinilammenneva,2,,,,,,,,,,,
2016-12-23,Sinilammenneva,3,,,,,,,,,,,
2016-12-23,Sinilammenneva,4,,,,,,,,,,,
2016-12-23,Sinilammenneva,5,,,,,,,,,,,
2016-12-23,Sinilammenneva,6,,,,,,,,,,,
2016-12-23,Sinilammenneva,7,,,,,,,,,,,
2016-12-23,Sinilammenneva,8,,,,,,,,,,,
2016-12-23,Vaarajoki,1,,,,,,,,,,,
2016-12-23,Vaarajoki,2,,,,,,,,,,,
2016-12-23,Vaarajoki,3,,,,,,,,,,,
2016-12-23,Vaarajoki,4,,,,,,,,,,,
2016-12-23,Vaarajoki,5,,,,,,,,,,,
2016-12-23,Vaarajoki,6,,,,,,,,,,,
2016-12-24,Havusuo,1,,,,,,,,,,,
2016-12-24,Havusuo,2,,,,,,,,,,,
2016-12-24,Havusuo,3,,,,,,,,,,,
2016-12-24,Havusuo,4,,,,,,,,,,,
2016-12-24,Paroninkorpi,1,,,,61.599999999999945,72.71939256388342,61.120157797973285,75.26280754492774,65.34613760701839,,,
2016-12-24,Paroninkorpi,2,,,,62.381249999999994,75.28279658078574,66.07253875035424,80.21518849730869,70.29851855939935,,,
2016-12-24,Paroninkorpi,3,,,,62.71875000000005,64.74127851907963,60.78682446463995,74.92947421159441,65.01280427368508,,,
2016-12-24,Paroninkorpi,4,,,,48.939583333333324,55.97023093843083,53.59634827416376,67.73899802111822,57.822328083208866,,,
2016-12-24,Paroninkorpi,5,,,,50.15416666666667,57.09692329555715,58.239205417020905,72.38185516397536,62.46518522606601,,,
2016-12-24,Paroninkorpi,6,,,,74.23749999999994,76.07233135445155,61.929681607497095,76.07233135445155,66.15566141654222,,,
2016-12-24,Paroninkorpi,7,,,,64.58124999999995,68.74357154974118,61.120157797973285,75.26280754492774,65.34613760701839,,,
2016-12-24,Paroninkorpi,8,,,,55.8208333333333,58.057774122200286,54.26301494083043,68.40566468778488,58.488994749875545,,,
2016-12-24,Paroninkorpi,9,,,,51.50625,56.791625179516075,55.09634827416376,69.23899802111822,59.322328083208866,,,
2016-12-24,Paroninkorpi,10,,,,42.152083333333344,52.02910470788098,50.691586369401854,64.83423611635631,54.917566178446975,,,
2016-12-24,Paroninkorpi,11,,,,39.51041666666668,49.93396102062715,52.14396732178281,66.28661706873726,56.369947130827924,,,
2016-12-24,Paroninkorpi,12,,,,47.804166666666674,64.15070123070126,55.191586369401854,69.33423611635631,59.417566178446975,,,
2016-12-24,Paroninkorpi,13,,,,39.41874999999999,48.0417840940304,49.929681607497095,64.07233135445155,54.1556614165422,,,
2016-12-24,Paroninkorpi,14,,,,33.15,48.46164609960286,48.09634827416376,62.23899802111821,52.322328083208866,,,
2016-12-24,Paroninkorpi,15,,,,35.12708333333334,49.810633988449474,49.810633988449474,63.95328373540393,54.03661379749459,,,
2016-12-24,Rouvanlehto,1,,,,,,,,,,,
2016-12-24,Rouvanlehto,2,,,,,,,,,,,
2016-12-24,Rouvanlehto,3,,,,,,,,,,,
2016-12-24,Rouvanlehto,4,,,,,,,,,,,
2016-12-24,Rouvanlehto,5,,,,,,,,,,,
2016-12-24,Rouvanlehto,6,,,,,,,,,,,
2016-12-24,Sinilammenneva,1,,,,,,,,,,,
2016-12-24,Sinilammenneva,2,,,,,,,,,,,
2016-12-24,Sinilammenneva,3,,,,,,,,,,,
2016-12-24,Sinilammenneva,4,,,,,,,,,,,
2016-12-24,Sinilammenneva,5,,,,,,,,,,,
2016-12-24,Sinilammenneva,6,,,,,,,,,,,
2016-12-24,Sinilammenneva,7,,,,,,,,,,,
2016-12-24,Sinilammenneva,8,,,,,,,,,,,
2016-12-24,Vaarajoki,1,,,,,,,,,,,
2016-12-24,Vaarajoki,2,,,,,,,,,,,
2016-12-24,Vaarajoki,3,,,,,,,,,,,
2016-12-24,Vaarajoki,4,,,,,,,,,,,
2016-12-24,Vaarajoki,5,,,,,,,,,,,
2016-12-24,Vaarajoki,6,,,,,,,,,,,
2016-12-25,Havusuo,1,,,,,,,,,,,
2016-12-25,Havusuo,2,,,,,,,,,,,
2016-12-25,Havusuo,3,,,,,,,,,,,
2016-12-25,Havusuo,4,,,,,,,,,,,
2016-12-25,Paroninkorpi,1,,,,61.47500000000003,72.57304683810902,60.12122918935091,74.96830640190996,64.63555615401631,,,
2016-12-25,Paroninkorpi,2,,,,61.77916666666661,74.71151183964461,65.07361014173186,79.9206873542909,69.58793710639728,,,
2016-12-25,Paroninkorpi,3,,,,62.2145833333333,64.238479617913,59.78789585601758,74.63497306857663,64.30222282068299,,,
2016-12-25,Paroninkorpi,4,,,,48.043750000000024,55.17553379220008,52.59741966554139,67.44449687810044,57.11174663020679,,,
2016-12-25,Paroninkorpi,5,,,,49.895833333333364,56.864634376267766,57.240276808398534,72.08735402095758,61.75460377306392,,,
2016-12-25,Paroninkorpi,6,,,,73.87291666666677,75.77783021143377,60.93075299887472,75.77783021143377,65.44507996354011,,,
2016-12-25,Paroninkorpi,7,,,,64.49374999999999,68.65565291282543,60.12122918935091,74.96830640190996,64.63555615401631,,,
2016-12-25,Paroninkorpi,8,,,,55.34583333333331,57.63206634252974,53.26408633220805,68.1111635447671,57.77841329687344,,,
2016-12-25,Paroninkorpi,9,,,,51.44375000000005,56.730960663195034,54.09741966554139,68.94449687810044,58.61174663020679,,,
2016-12-25,Paroninkorpi,10,,,,40.360416666666666,50.33309061199836,49.69265776077948,64.53973497333853,54.206984725444876,,,
2016-12-25,Paroninkorpi,11,,,,37.197916666666664,47.574918738115215,51.14503871316044,65.99211592571947,55.659365677825825,,,
2016-12-25,Paroninkorpi,12,,,,45.88958333333334,61.808528449111776,54.19265776077948,69.03973497333853,58.706984725444876,,,
2016-12-25,Paroninkorpi,13,,,,37.41875000000001,45.582839551520614,48.93075299887472,63.777830211433766,53.44507996354012,,,
2016-12-25,Paroninkorpi,14,,,,32.82499999999999,48.09316193626819,47.09741966554139,61.94449687810043,51.61174663020679,,,
2016-12-25,Paroninkorpi,15,,,,34.30624999999998,48.8117053798271,48.8117053798271,63.658782592386146,53.3260323444925,,,
2016-12-25,Rouvanlehto,1,,,,,,,,,,,
2016-12-25,Rouvanlehto,2,,,,,,,,,,,
2016-12-25,Rouvanlehto,3,,,,,,,,,,,
2016-12-25,Rouvanlehto,4,,,,,,,,,,,
2016-12-25,Rouvanlehto,5,,,,,,,,,,,
2016-12-25,Rouvanlehto,6,,,,,,,,,,,
2016-12-25,Sinilammenneva,1,,,,,,,,,,,
2016-12-25,Sinilammenneva,2,,,,,,,,,,,
2016-12-25,Sinilammenneva,3,,,,,,,,,,,
2016-12-25,Sinilammenneva,4,,,,,,,,,,,
2016-12-25,Sinilammenneva,5,,,,,,,,,,,
2016-12-25,Sinilammenneva,6,,,,,,,,,,,
2016-12-25,Sinilammenneva,7,,,,,,,,,,,
2016-12-25,Sinilammenneva,8,,,,,,,,,,,
2016-12-25,Vaarajoki,1,,,,,,,,,,,
2016-12-25,Vaarajoki,2,,,,,,,,,,,
2016-12-25,Vaarajoki,3,,,,,,,,,,,
2016-12-25,Vaarajoki,4,,,,,,,,,,,
2016-12-25,Vaarajoki,5,,,,,,,,,,,
2016-12-25,Vaarajoki,6,,,,,,,,,,,
2016-12-26,Havusuo,1,,,,,,,,,,,
2016-12-26,Havusuo,2,,,,,,,,,,,
2016-12-26,Havusuo,3,,,,,,,,,,,
2016-12-26,Havusuo,4,,,,,,,,,,,
2016-12-26,Paroninkorpi,1,,,,61.3354166666667,72.4096274443275,59.006484662272676,74.42810716243137,63.938041563456935,,,
2016-12-26,Paroninkorpi,2,,,,61.4833333333334,74.43081137859963,63.958865614653625,79.38048811481232,68.8904225158379,,,
2016-12-26,Paroninkorpi,3,,,,61.864583333333286,63.88942914107008,58.67315132893934,74.09477382909805,63.604708230123606,,,
2016-12-26,Paroninkorpi,4,,,,47.23958333333337,54.462154493490594,51.48267513846315,66.90429763862186,56.414232039647416,,,
2016-12-26,Paroninkorpi,5,,,,49.62083333333334,56.6173590750887,56.12553228132029,71.547154781479,61.05708918250457,,,
2016-12-26,Paroninkorpi,6,,,,73.20416666666672,75.23763097195518,59.81600847179648,75.23763097195518,64.74756537298074,,,
2016-12-26,Paroninkorpi,7,,,,64.43750000000004,68.5991337890939,59.006484662272676,74.42810716243137,63.938041563456935,,,
2016-12-26,Paroninkorpi,8,,,,54.65000000000003,57.00844178810011,52.149341805129815,67.57096430528851,57.08089870631409,,,
2016-12-26,Paroninkorpi,9,,,,51.23333333333331,56.526723458247325,52.98267513846315,68.40429763862186,57.914232039647416,,,
2016-12-26,Paroninkorpi,10,,,,38.50625,48.577913233701246,48.577913233701246,63.99953573385994,53.50947013488551,,,
2016-12-26,Paroninkorpi,11,,,,35.22916666666667,45.56654490300372,50.030294186082195,65.45191668624089,54.96185108726646,,,
2016-12-26,Paroninkorpi,12,,,,43.51666666666668,58.905661421657555,53.077913233701246,68.49953573385994,58.00947013488551,,,
2016-12-26,Paroninkorpi,13,,,,34.12083333333333,41.528142456944536,47.816008471796486,63.237630971955184,52.74756537298075,,,
2016-12-26,Paroninkorpi,14,,,,32.3270833333333,47.5286253014157,45.98267513846315,61.40429763862185,50.914232039647416,,,
2016-12-26,Paroninkorpi,15,,,,33.781249999999986,48.17279672659659,47.696960852748866,63.118583352907564,52.62851775393314,,,
2016-12-26,Rouvanlehto,1,,,,,,,,,,,
2016-12-26,Rouvanlehto,2,,,,,,,,,,,
2016-12-26,Rouvanlehto,3,,,,,,,,,,,
2016-12-26,Rouvanlehto,4,,,,,,,,,,,
2016-12-26,Rouvanlehto,5,,,,,,,,,,,
2016-12-26,Rouvanlehto,6,,,,,,,,,,,
2016-12-26,Sinilammenneva,1,,,,,,,,,,,
2016-12-26,Sinilammenneva,2,,,,,,,,,,,
2016-12-26,Sinilammenneva,3,,,,,,,,,,,
2016-12-26,Sinilammenneva,4,,,,,,,,,,,
2016-12-26,Sinilammenneva,5,,,,,,,,,,,
2016-12-26,Sinilammenneva,6,,,,,,,,,,,
2016-12-26,Sinilammenneva,7,,,,,,,,,,,
2016-12-26,Sinilammenneva,8,,,,,,,,,,,
2016-12-26,Vaarajoki,1,,,,,,,,,,,
2016-12-26,Vaarajoki,2,,,,,,,,,,,
2016-12-26,Vaarajoki,3,,,,,,,,,,,
2016-12-26,Vaarajoki,4,,,,,,,,,,,
2016-12-26,Vaarajoki,5,,,,,,,,,,,
2016-12-26,Vaarajoki,6,,,,,,,,,,,
2016-12-27,Havusuo,1,,,,,,,,,,,
2016-12-27,Havusuo,2,,,,,,,,,,,
2016-12-27,Havusuo,3,,,,,,,,,,,
2016-12-27,Havusuo,4,,,,,,,,,,,
2016-12-27,Paroninkorpi,1,,,,61.218749999999964,72.27303810027122,57.28286103459662,73.88790792295278,63.254425317735034,,,
2016-12-27,Paroninkorpi,2,,,,61.35416666666665,74.30825202236859,62.23524198697757,78.84028887533373,68.20680627011599,,,
2016-12-27,Paroninkorpi,3,,,,61.68125,63.70659317700956,56.949527701263285,73.55457458961945,62.9210919844017,,,
2016-12-27,Paroninkorpi,4,,,,46.71666666666667,53.99827313603957,49.759051510787096,66.36409839914326,55.730615793925516,,,
2016-12-27,Paroninkorpi,5,,,,49.28958333333332,56.31950473503211,54.40190865364424,71.0069555420004,60.37347293678266,,,
2016-12-27,Paroninkorpi,6,,,,72.53541666666666,74.69743173247659,58.09238484412043,74.69743173247659,64.06394912725884,,,
2016-12-27,Paroninkorpi,7,,,,64.38958333333338,68.55098786887811,57.28286103459662,73.88790792295278,63.254425317735034,,,
2016-12-27,Paroninkorpi,8,,,,53.833333333333314,56.27652314936823,50.42571817745376,67.03076506580992,56.39728246059218,,,
2016-12-27,Paroninkorpi,9,,,,51.01875000000002,56.31844195221164,51.259051510787096,67.86409839914326,57.230615793925516,,,
2016-12-27,Paroninkorpi,10,,,,36.68541666666666,46.85428960602519,46.85428960602519,63.45933649438135,52.825853889163604,,,
2016-12-27,Paroninkorpi,11,,,,33.775,44.08311110733406,48.30667055840614,64.9117174467623,54.27823484154455,,,
2016-12-27,Paroninkorpi,12,,,,40.972916666666656,55.79380835710826,51.35428960602519,67.95933649438135,57.325853889163604,,,
2016-12-27,Paroninkorpi,13,,,,32.68125000000003,39.758214666450534,46.09238484412043,62.69743173247659,52.063949127258844,,,
2016-12-27,Paroninkorpi,14,,,,31.702083333333338,46.82000191038756,44.259051510787096,60.86409839914325,50.23061579392551,,,
2016-12-27,Paroninkorpi,15,,,,33.15416666666666,47.409655835237906,45.97333722507281,62.57838411342897,51.94490150821123,,,
2016-12-27,Rouvanlehto,1,,,,,,,,,,,
2016-12-27,Rouvanlehto,2,,,,,,,,,,,
2016-12-27,Rouvanlehto,3,,,,,,,,,,,
2016-12-27,Rouvanlehto,4,,,,,,,,,,,
2016-12-27,Rouvanlehto,5,,,,,,,,,,,
2016-12-27,Rouvanlehto,6,,,,,,,,,,,
2016-12-27,Sinilammenneva,1,,,,,,,,,,,
2016-12-27,Sinilammenneva,2,,,,,,,,,,,
2016-12-27,Sinilammenneva,3,,,,,,,,,,,
2016-12-27,Sinilammenneva,4,,,,,,,,,,,
2016-12-27,Sinilammenneva,5,,,,,,,,,,,
2016-12-27,Sinilammenneva,6,,,,,,,,,,,
2016-12-27,Sinilammenneva,7,,,,,,,,,,,
2016-12-27,Sinilammenneva,8,,,,,,,,,,,
2016-12-27,Vaarajoki,1,,,,,,,,,,,
2016-12-27,Vaarajoki,2,,,,,,,,,,,
2016-12-27,Vaarajoki,3,,,,,,,,,,,
2016-12-27,Vaarajoki,4,,,,,,,,,,,
2016-12-27,Vaarajoki,5,,,,,,,,,,,
2016-12-27,Vaarajoki,6,,,,,,,,,,,
2016-12-28,Havusuo,1,,,,,,,,,,,
2016-12-28,Havusuo,2,,,,,,,,,,,
2016-12-28,Havusuo,3,,,,,,,,,,,
2016-12-28,Havusuo,4,,,,,,,,,,,
2016-12-28,Paroninkorpi,1,,,,61.231250000000074,72.2876726728488,56.96140720014444,73.85929924048818,63.0679414458876,,,
2016-12-28,Paroninkorpi,2,,,,62.44166666666667,75.34012273128089,61.91378815252539,78.81168019286913,68.02032239826856,,,
2016-12-28,Paroninkorpi,3,,,,62.50833333333333,64.5314326966919,56.62807386681111,73.52596590715486,62.73460811255427,,,
2016-12-28,Paroninkorpi,4,,,,47.57291666666669,54.75785575720437,49.43759767633492,66.33548971667867,55.54413192207808,,,
2016-12-28,Paroninkorpi,5,,,,49.25208333333335,56.285785375780456,54.080454819192056,70.9783468595358,60.18698906493521,,,
2016-12-28,Paroninkorpi,6,,,,72.5,74.668823050012,57.770931009668246,74.668823050012,63.8774652554114,,,
2016-12-28,Paroninkorpi,7,,,,64.47708333333333,68.63890650579386,56.96140720014444,73.85929924048818,63.0679414458876,,,
2016-12-28,Paroninkorpi,8,,,,53.27916666666663,55.7798640730859,50.10426434300158,67.00215638334532,56.21079858874474,,,
2016-12-28,Paroninkorpi,9,,,,50.69999999999997,56.00905291897407,50.93759767633492,67.83548971667867,57.04413192207808,,,
2016-12-28,Paroninkorpi,10,,,,36.34583333333332,46.53283577157301,46.53283577157301,63.43072781191675,52.639370017316175,,,
2016-12-28,Paroninkorpi,11,,,,34.10416666666669,44.418902711511464,47.98521672395396,64.8831087642977,54.09175096969712,,,
2016-12-28,Paroninkorpi,12,,,,40.65208333333332,55.401322385002956,51.03283577157301,67.93072781191675,57.139370017316175,,,
2016-12-28,Paroninkorpi,13,,,,32.37291666666667,39.37912738281358,45.77093100966825,62.668823050011994,51.877465255411416,,,
2016-12-28,Paroninkorpi,14,,,,30.96874999999999,45.98855046491446,43.93759767633492,60.83548971667866,50.04413192207808,,,
2016-12-28,Paroninkorpi,15,,,,32.25208333333332,46.311848506472735,45.65188339062063,62.549775430964374,51.7584176363638,,,
2016-12-28,Rouvanlehto,1,,,,,,,,,,,
2016-12-28,Rouvanlehto,2,,,,,,,,,,,
2016-12-28,Rouvanlehto,3,,,,,,,,,,,
2016-12-28,Rouvanlehto,4,,,,,,,,,,,
2016-12-28,Rouvanlehto,5,,,,,,,,,,,
2016-12-28,Rouvanlehto,6,,,,,,,,,,,
2016-12-28,Sinilammenneva,1,,,,,,,,,,,
2016-12-28,Sinilammenneva,2,,,,,,,,,,,
2016-12-28,Sinilammenneva,3,,,,,,,,,,,
2016-12-28,Sinilammenneva,4,,,,,,,,,,,
2016-12-28,Sinilammenneva,5,,,,,,,,,,,
2016-12-28,Sinilammenneva,6,,,,,,,,,,,
2016-12-28,Sinilammenneva,7,,,,,,,,,,,
2016-12-28,Sinilammenneva,8,,,,,,,,,,,
2016-12-28,Vaarajoki,1,,,,,,,,,,,
2016-12-28,Vaarajoki,2,,,,,,,,,,,
2016-12-28,Vaarajoki,3,,,,,,,,,,,
2016-12-28,Vaarajoki,4,,,,,,,,,,,
2016-12-28,Vaarajoki,5,,,,,,,,,,,
2016-12-28,Vaarajoki,6,,,,,,,,,,,
2016-12-29,Havusuo,1,,,,,,,,,,,
2016-12-29,Havusuo,2,,,,,,,,,,,
2016-12-29,Havusuo,3,,,,,,,,,,,
2016-12-29,Havusuo,4,,,,,,,,,,,
2016-12-29,Paroninkorpi,1,,,,61.41250000000003,72.49987397522177,56.66953500689952,73.8693964225345,62.8453909971235,,,
2016-12-29,Paroninkorpi,2,,,,62.99583333333334,75.8659419047879,61.62191595928047,78.82177737491546,67.79777194950447,,,
2016-12-29,Paroninkorpi,3,,,,62.93124999999998,64.95320202287704,56.33620167356619,73.53606308920118,62.512057663790166,,,
2016-12-29,Paroninkorpi,4,,,,47.120833333333344,54.35681091829254,49.14572548309,66.34558689872499,55.321581473313984,,,
2016-12-29,Paroninkorpi,5,,,,49.283333333333324,56.3138848418235,53.78858262594714,70.98844404158213,59.964438616171115,,,
2016-12-29,Paroninkorpi,6,,,,72.5125,74.67892023205832,57.47905881642333,74.67892023205832,63.65491480664732,,,
2016-12-29,Paroninkorpi,7,,,,64.55416666666666,68.7163586383149,56.66953500689952,73.8693964225345,62.8453909971235,,,
2016-12-29,Paroninkorpi,8,,,,52.84791666666666,55.39336622049029,49.81239214975666,67.01225356539165,55.98824813998065,,,
2016-12-29,Paroninkorpi,9,,,,50.27916666666664,55.60057850907879,50.64572548309,67.84558689872499,56.821581473313984,,,
2016-12-29,Paroninkorpi,10,,,,36.03749999999998,46.24096357832809,46.24096357832809,63.440824993963076,52.41681956855208,,,
2016-12-29,Paroninkorpi,11,,,,33.88958333333335,44.20000058980088,47.69334453070904,64.89320594634403,53.869200520933035,,,
2016-12-29,Paroninkorpi,12,,,,40.956250000000004,55.77341947544048,50.74096357832809,67.94082499396308,56.91681956855208,,,
2016-12-29,Paroninkorpi,13,,,,32.44583333333336,39.46877640259262,45.47905881642333,62.67892023205832,51.65491480664732,,,
2016-12-29,Paroninkorpi,14,,,,30.34791666666666,45.284651229826466,43.64572548309,60.84558689872498,49.821581473313984,,,
2016-12-29,Paroninkorpi,15,,,,31.55833333333335,45.46757635756101,45.36001119737571,62.5598726130107,51.53586718759969,,,
2016-12-29,Rouvanlehto,1,,,,,,,,,,,
2016-12-29,Rouvanlehto,2,,,,,,,,,,,
2016-12-29,Rouvanlehto,3,,,,,,,,,,,
2016-12-29,Rouvanlehto,4,,,,,,,,,,,
2016-12-29,Rouvanlehto,5,,,,,,,,,,,
2016-12-29,Rouvanlehto,6,,,,,,,,,,,
2016-12-29,Sinilammenneva,1,,,,,,,,,,,
2016-12-29,Sinilammenneva,2,,,,,,,,,,,
2016-12-29,Sinilammenneva,3,,,,,,,,,,,
2016-12-29,Sinilammenneva,4,,,,,,,,,,,
2016-12-29,Sinilammenneva,5,,,,,,,,,,,
2016-12-29,Sinilammenneva,6,,,,,,,,,,,
2016-12-29,Sinilammenneva,7,,,,,,,,,,,
2016-12-29,Sinilammenneva,8,,,,,,,,,,,
2016-12-29,Vaarajoki,1,,,,,,,,,,,
2016-12-29,Vaarajoki,2,,,,,,,,,,,
2016-12-29,Vaarajoki,3,,,,,,,,,,,
2016-12-29,Vaarajoki,4,,,,,,,,,,,
2016-12-29,Vaarajoki,5,,,,,,,,,,,
2016-12-29,Vaarajoki,6,,,,,,,,,,,
2016-12-30,Havusuo,1,,,,,,,,,,,
2016-12-30,Havusuo,2,,,,,,,,,,,
2016-12-30,Havusuo,3,,,,,,,,,,,
2016-12-30,Havusuo,4,,,,,,,,,,,
2016-12-30,Paroninkorpi,1,,,,61.59583333333328,72.71451437302427,56.0748077188909,73.72971873756035,62.31427105279096,,,
2016-12-30,Paroninkorpi,2,,,,62.28750000000003,75.19384220932783,61.02718867127186,78.6820996899413,67.2666520051719,,,
2016-12-30,Paroninkorpi,3,,,,61.9645833333333,63.989157848739495,55.74147438555757,73.39638540422702,61.98093771945762,,,
2016-12-30,Paroninkorpi,4,,,,45.902083333333344,53.275653172839036,48.55099819508138,66.20590921375083,54.790461528981425,,,
2016-12-30,Paroninkorpi,5,,,,48.86041666666669,55.933605401373946,53.19385533793852,70.84876635660797,59.433318671838585,,,
2016-12-30,Paroninkorpi,6,,,,72.3395833333334,74.53924254708416,56.88433152841471,74.53924254708416,63.12379486231475,,,
2016-12-30,Paroninkorpi,7,,,,64.53541666666665,68.69751893040437,56.0748077188909,73.72971873756035,62.31427105279096,,,
2016-12-30,Paroninkorpi,8,,,,52.2125,54.8238887082117,49.21766486174805,66.87257588041749,55.4571281956481,,,
2016-12-30,Paroninkorpi,9,,,,49.7208333333333,55.058642163277106,50.05099819508138,67.70590921375083,56.290461528981425,,,
2016-12-30,Paroninkorpi,10,,,,35.71249999999997,45.933314509772636,45.64623629031947,63.30114730898892,51.88569962421953,,,
2016-12-30,Paroninkorpi,11,,,,33.56875000000003,43.87271003889384,47.09861724270043,64.75352826136987,53.338080576600476,,,
2016-12-30,Paroninkorpi,12,,,,40.30833333333334,54.980801700604424,50.14623629031947,67.80114730898892,56.38569962421953,,,
2016-12-30,Paroninkorpi,13,,,,32.379166666666656,39.386811584508905,44.88433152841471,62.53924254708416,51.12379486231477,,,
2016-12-30,Paroninkorpi,14,,,,29.68958333333335,44.5382345912768,43.05099819508138,60.70590921375082,49.290461528981425,,,
2016-12-30,Paroninkorpi,15,,,,30.98124999999999,44.76528390936709,44.76528390936709,62.42019492803654,51.00474724326715,,,
2016-12-30,Rouvanlehto,1,,,,,,,,,,,
2016-12-30,Rouvanlehto,2,,,,,,,,,,,
2016-12-30,Rouvanlehto,3,,,,,,,,,,,
2016-12-30,Rouvanlehto,4,,,,,,,,,,,
2016-12-30,Rouvanlehto,5,,,,,,,,,,,
2016-12-30,Rouvanlehto,6,,,,,,,,,,,
2016-12-30,Sinilammenneva,1,,,,,,,,,,,
2016-12-30,Sinilammenneva,2,,,,,,,,,,,
2016-12-30,Sinilammenneva,3,,,,,,,,,,,
2016-12-30,Sinilammenneva,4,,,,,,,,,,,
2016-12-30,Sinilammenneva,5,,,,,,,,,,,
2016-12-30,Sinilammenneva,6,,,,,,,,,,,
2016-12-30,Sinilammenneva,7,,,,,,,,,,,
2016-12-30,Sinilammenneva,8,,,,,,,,,,,
2016-12-30,Vaarajoki,1,,,,,,,,,,,
2016-12-30,Vaarajoki,2,,,,,,,,,,,
2016-12-30,Vaarajoki,3,,,,,,,,,,,
2016-12-30,Vaarajoki,4,,,,,,,,,,,
2016-12-30,Vaarajoki,5,,,,,,,,,,,
2016-12-30,Vaarajoki,6,,,,,,,,,,,
2016-12-31,Havusuo,1,,,,,,,,,,,
2016-12-31,Havusuo,2,,,,,,,,,,,
2016-12-31,Havusuo,3,,,,,,,,,,,
2016-12-31,Havusuo,4,,,,,,,,,,,
2016-12-31,Paroninkorpi,1,,,,61.599999999999945,72.71939256388342,55.59562622896804,73.59677250728362,61.89798560963529,,,
2016-12-31,Paroninkorpi,2,,,,61.331250000000004,74.28650762045667,60.54800718134899,78.54915345966457,66.85036656201623,,,
2016-12-31,Paroninkorpi,3,,,,61.28125,63.30767834633196,55.2622928956347,73.26343917395029,61.564652276301956,,,
2016-12-31,Paroninkorpi,4,,,,44.8375,52.331257261853146,48.07181670515851,66.0729629834741,54.37417608582577,,,
2016-12-31,Paroninkorpi,5,,,,48.13958333333335,55.28544438464706,52.71467384801566,70.71582012633124,59.017033228682905,,,
2016-12-31,Paroninkorpi,6,,,,72.17499999999997,74.40629631680743,56.40515003849185,74.40629631680743,62.7075094191591,,,
2016-12-31,Paroninkorpi,7,,,,64.5,68.66193281546228,55.59562622896804,73.59677250728362,61.89798560963529,,,
2016-12-31,Paroninkorpi,8,,,,51.518750000000004,54.202131293166545,48.73848337182518,66.73962965014076,55.04084275249242,,,
2016-12-31,Paroninkorpi,9,,,,49.270833333333314,54.621857645765324,49.57181670515851,67.5729629834741,55.87417608582577,,,
2016-12-31,Paroninkorpi,10,,,,35.34166666666666,45.582279034113235,45.167054800396606,63.16820107871219,51.46941418106386,,,
2016-12-31,Paroninkorpi,11,,,,33.00208333333333,43.2946384165125,46.61943575277756,64.62058203109314,52.92179513344481,,,
2016-12-31,Paroninkorpi,12,,,,39.31041666666666,53.76001741074438,49.667054800396606,67.66820107871219,55.96941418106386,,,
2016-12-31,Paroninkorpi,13,,,,32.10000000000003,39.04358390878363,44.40515003849185,62.40629631680743,50.70750941915911,,,
2016-12-31,Paroninkorpi,14,,,,29.07916666666668,43.846145746039255,42.57181670515851,60.57296298347409,48.874176085825766,,,
2016-12-31,Paroninkorpi,15,,,,30.587500000000016,44.28610241944423,44.28610241944423,62.28724869775981,50.58846180011149,,,
2016-12-31,Rouvanlehto,1,,,,,,,,,,,
2016-12-31,Rouvanlehto,2,,,,,,,,,,,
2016-12-31,Rouvanlehto,3,,,,,,,,,,,
2016-12-31,Rouvanlehto,4,,,,,,,,,,,
2016-12-31,Rouvanlehto,5,,,,,,,,,,,
2016-12-31,Rouvanlehto,6,,,,,,,,,,,
2016-12-31,Sinilammenneva,1,,,,,,,,,,,
2016-12-31,Sinilammenneva,2,,,,,,,,,,,
2016-12-31,Sinilammenneva,3,,,,,,,,,,,
2016-12-31,Sinilammenneva,4,,,,,,,,,,,
2016-12-31,Sinilammenneva,5,,,,,,,,,,,
2016-12-31,Sinilammenneva,6,,,,,,,,,,,
2016-12-31,Sinilammenneva,7,,,,,,,,,,,
2016-12-31,Sinilammenneva,8,,,,,,,,,,,
2016-12-31,Vaarajoki,1,,,,,,,,,,,
2016-12-31,Vaarajoki,2,,,,,,,,,,,
2016-12-31,Vaarajoki,3,,,,,,,,,,,
2016-12-31,Vaarajoki,4,,,,,,,,,,,
2016-12-31,Vaarajoki,5,,,,,,,,,,,
2016-12-31,Vaarajoki,6,,,,,,,,,,,
2017-01-01,Havusuo,1,,,,,,,,,,,
2017-01-01,Havusuo,2,,,,,,,,,,,
2017-01-01,Havusuo,3,,,,,,,,,,,
2017-01-01,Havusuo,4,,,,,,,,,,,
2017-01-01,Paroninkorpi,1,,,,61.599999999999945,72.71939256388342,55.0188794275347,73.30227136426574,61.38920449246346,,,
2017-01-01,Paroninkorpi,2,,,,60.73333333333329,73.7191764069359,59.97126037991565,78.25465231664668,66.34158544484441,,,
2017-01-01,Paroninkorpi,3,,,,60.82291666666662,62.8505884361805,54.685546094201364,72.9689380309324,61.05587115913013,,,
